id,value
"profession.Installation, Maintenance, and Repair Occupations.Installation, Maintenance, and Repair Workers, All Other",1.20.51
profession.Production Occupations,1.21
profession.Production Occupations.FirstLine Supervisors of Production and Operating Workers,1.21.1
"profession.Production Occupations.Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",1.21.2
"profession.Production Occupations.Coil Winders, Tapers, and Finishers",1.21.3
profession.Production Occupations.Electrical and Electronic Equipment Assemblers,1.21.4
profession.Production Occupations.Electromechanical Equipment Assemblers,1.21.5
profession.Production Occupations.Engine and Other Machine Assemblers,1.21.6
profession.Production Occupations.Structural Metal Fabricators and Fitters,1.21.7
profession.Production Occupations.Fiberglass Laminators and Fabricators,1.21.8
profession.Production Occupations.Timing Device Assemblers and Adjusters,1.21.9
profession.Production Occupations.Team Assemblers,1.21.10
"profession.Production Occupations.Assemblers and Fabricators, All Other",1.21.11
profession.Production Occupations.Bakers,1.21.12
profession.Production Occupations.Butchers and Meat Cutters,1.21.13
"profession.Production Occupations.Meat, Poultry, and Fish Cutters and Trimmers",1.21.14
profession.Production Occupations.Slaughterers and Meat Packers,1.21.15
"profession.Production Occupations.Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",1.21.16
profession.Production Occupations.Food Batchmakers,1.21.17
profession.Production Occupations.Food Cooking Machine Operators and Tenders,1.21.18
"profession.Production Occupations.Food Processing Workers, All Other",1.21.19
"profession.Production Occupations.Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",1.21.20
"profession.Production Occupations.Forging Machine Setters, Operators, and Tenders, Metal and Plastic",1.21.21
"profession.Production Occupations.Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",1.21.22
"profession.Production Occupations.Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",1.21.23
"profession.Production Occupations.Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",1.21.24
"profession.Production Occupations.Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",1.21.25
"profession.Production Occupations.Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",1.21.26
"profession.Production Occupations.Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",1.21.27
profession.Production Occupations.Machinists,1.21.28
profession.Production Occupations.MetalRefining Furnace Operators and Tenders,1.21.29
"profession.Production Occupations.Pourers and Casters, Metal",1.21.30
"profession.Production Occupations.Model Makers, Metal and Plastic",1.21.31
"profession.Production Occupations.Patternmakers, Metal and Plastic",1.21.32
profession.Production Occupations.Foundry Mold and Coremakers,1.21.33
"profession.Production Occupations.Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",1.21.34
"profession.Production Occupations.Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",1.21.35
profession.Production Occupations.Tool and Die Makers,1.21.36
"profession.Production Occupations.Welders, Cutters, Solderers, and Brazers",1.21.37
"profession.Production Occupations.Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",1.21.38
"profession.Production Occupations.Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",1.21.39
"profession.Production Occupations.Layout Workers, Metal and Plastic",1.21.40
"profession.Production Occupations.Plating Machine Setters, Operators, and Tenders, Metal and Plastic",1.21.41
"profession.Production Occupations.Tool Grinders, Filers, and Sharpeners",1.21.42
"profession.Production Occupations.Metal Workers and Plastic Workers, All Other",1.21.43
profession.Production Occupations.Printing Workers,1.21.44
profession.Production Occupations.Prepress Technicians and Workers,1.21.45
profession.Production Occupations.Printing Press Operators,1.21.46
profession.Production Occupations.Print Binding and Finishing Workers,1.21.47
profession.Production Occupations.Laundry and DryCleaning Workers,1.21.48
"profession.Production Occupations.Pressers, Textile, Garment, and Related Materials",1.21.49
profession.Production Occupations.Sewing Machine Operators,1.21.50
profession.Production Occupations.Shoe and Leather Workers and Repairers,1.21.51
profession.Production Occupations.Shoe Machine Operators and Tenders,1.21.52
"profession.Production Occupations.Sewers, Hand",1.21.53
"profession.Production Occupations.Tailors, Dressmakers, and Custom Sewers",1.21.54
profession.Production Occupations.Textile Bleaching and Dyeing Machine Operators and Tenders,1.21.55
"profession.Production Occupations.Textile Cutting Machine Setters, Operators, and Tenders",1.21.56
"profession.Production Occupations.Textile Knitting and Weaving Machine Setters, Operators, and Tenders",1.21.57
"profession.Production Occupations.Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",1.21.58
"profession.Production Occupations.Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",1.21.59
profession.Production Occupations.Fabric and Apparel Patternmakers,1.21.60
profession.Production Occupations.Upholsterers,1.21.61
"profession.Production Occupations.Textile, Apparel, and Furnishings Workers, All Other",1.21.62
profession.Production Occupations.Cabinetmakers and Bench Carpenters,1.21.63
profession.Production Occupations.Furniture Finishers,1.21.64
"profession.Production Occupations.Model Makers, Wood",1.21.65
"profession.Production Occupations.Patternmakers, Wood",1.21.66
"profession.Production Occupations.Sawing Machine Setters, Operators, and Tenders, Wood",1.21.67
"profession.Production Occupations.Woodworking Machine Setters, Operators, and Tenders, Except Sawing",1.21.68
"profession.Production Occupations.Woodworkers, All Other",1.21.69
profession.Production Occupations.Nuclear Power Reactor Operators,1.21.70
profession.Production Occupations.Power Distributors and Dispatchers,1.21.71
profession.Production Occupations.Power Plant Operators,1.21.72
profession.Production Occupations.Stationary Engineers and Boiler Operators,1.21.73
profession.Production Occupations.Water and Wastewater Treatment Plant and System Operators,1.21.74
profession.Production Occupations.Chemical Plant and System Operators,1.21.75
profession.Production Occupations.Gas Plant Operators,1.21.76
"profession.Production Occupations.Petroleum Pump System Operators, Refinery Operators, and Gaugers",1.21.77
"profession.Production Occupations.Plant and System Operators, All Other",1.21.78
profession.Production Occupations.Chemical Equipment Operators and Tenders,1.21.79
"profession.Production Occupations.Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",1.21.80
"profession.Production Occupations.Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",1.21.81
"profession.Production Occupations.Grinding and Polishing Workers, Hand",1.21.82
"profession.Production Occupations.Mixing and Blending Machine Setters, Operators, and Tenders",1.21.83
"profession.Production Occupations.Cutters and Trimmers, Hand",1.21.84
"profession.Production Occupations.Cutting and Slicing Machine Setters, Operators, and Tenders",1.21.85
"profession.Production Occupations.Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",1.21.86
"profession.Production Occupations.Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",1.21.87
"profession.Production Occupations.Inspectors, Testers, Sorters, Samplers, and Weighers",1.21.88
profession.Production Occupations.Jewelers and Precious Stone and Metal Workers,1.21.89
profession.Production Occupations.Dental Laboratory Technicians,1.21.90
profession.Production Occupations.Medical Appliance Technicians,1.21.91
profession.Production Occupations.Ophthalmic Laboratory Technicians,1.21.92
profession.Production Occupations.Packaging and Filling Machine Operators and Tenders,1.21.93
"profession.Production Occupations.Painting, Coating, and Decorating Workers",1.21.94
"profession.Production Occupations.Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",1.21.95
profession.Production Occupations.Semiconductor Processing Technicians,1.21.96
profession.Production Occupations.Photographic Process Workers and Processing Machine Operators,1.21.97
profession.Production Occupations.Computer Numerically Controlled Tool Operators,1.21.98
profession.Production Occupations.Computer Numerically Controlled Tool Programmers,1.21.99
profession.Production Occupations.Adhesive Bonding Machine Operators and Tenders,1.21.100
"profession.Production Occupations.Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",1.21.101
profession.Production Occupations.Cooling and Freezing Equipment Operators and Tenders,1.21.102
profession.Production Occupations.Etchers and Engravers,1.21.103
"profession.Production Occupations.Molders, Shapers, and Casters, Except Metal and Plastic",1.21.104
"profession.Production Occupations.Paper Goods Machine Setters, Operators, and Tenders",1.21.105
profession.Production Occupations.Tire Builders,1.21.106
profession.Production Occupations.HelpersProduction Workers,1.21.107
"profession.Production Occupations.Production Workers, All Other",1.21.108
profession.Transportation and Material Moving Occupations,1.22
profession.Transportation and Material Moving Occupations.Aircraft Cargo Handling Supervisors,1.22.1
"profession.Transportation and Material Moving Occupations.FirstLine Supervisors of Helpers, Laborers, and Material Movers, Hand",1.22.2
profession.Transportation and Material Moving Occupations.FirstLine Supervisors of MaterialMoving Machine and Vehicle Operators,1.22.3
profession.Transportation and Material Moving Occupations.FirstLine Supervisors of Passenger Attendants,1.22.4
"profession.Transportation and Material Moving Occupations.FirstLine Supervisors of Transportation Workers, All Other",1.22.5
"profession.Transportation and Material Moving Occupations.Airline Pilots, Copilots, and Flight Engineers",1.22.6
profession.Transportation and Material Moving Occupations.Commercial Pilots,1.22.7
profession.Transportation and Material Moving Occupations.Air Traffic Controllers,1.22.8
profession.Transportation and Material Moving Occupations.Airfield Operations Specialists,1.22.9
profession.Transportation and Material Moving Occupations.Flight Attendants,1.22.10
"profession.Transportation and Material Moving Occupations.Ambulance Drivers and Attendants, Except Emergency Medical Technicians",1.22.11
profession.Transportation and Material Moving Occupations.Driver/Sales Workers,1.22.12
profession.Transportation and Material Moving Occupations.Heavy and TractorTrailer Truck Drivers,1.22.13
profession.Transportation and Material Moving Occupations.Light Truck Drivers,1.22.14
"profession.Transportation and Material Moving Occupations.Bus Drivers, School",1.22.15
"profession.Transportation and Material Moving Occupations.Bus Drivers, Transit and Intercity",1.22.16
profession.Transportation and Material Moving Occupations.Shuttle Drivers and Chauffeurs,1.22.17
profession.Transportation and Material Moving Occupations.Taxi Drivers,1.22.18
"profession.Transportation and Material Moving Occupations.Motor Vehicle Operators, All Other",1.22.19
profession.Transportation and Material Moving Occupations.Locomotive Engineers,1.22.20
"profession.Transportation and Material Moving Occupations.Rail Yard Engineers, Dinkey Operators, and Hostlers",1.22.21
"profession.Transportation and Material Moving Occupations.Railroad Brake, Signal, and Switch Operators and Locomotive Firers",1.22.22
profession.Transportation and Material Moving Occupations.Railroad Conductors and Yardmasters,1.22.23
profession.Transportation and Material Moving Occupations.Subway and Streetcar Operators,1.22.24
"profession.Transportation and Material Moving Occupations.Rail Transportation Workers, All Other",1.22.25
profession.Transportation and Material Moving Occupations.Sailors and Marine Oilers,1.22.26
"profession.Transportation and Material Moving Occupations.Captains, Mates, and Pilots of Water Vessels",1.22.27
profession.Transportation and Material Moving Occupations.Motorboat Operators,1.22.28
profession.Transportation and Material Moving Occupations.Ship Engineers,1.22.29
profession.Transportation and Material Moving Occupations.Bridge and Lock Tenders,1.22.30
profession.Transportation and Material Moving Occupations.Parking Attendants,1.22.31
profession.Transportation and Material Moving Occupations.Automotive and Watercraft Service Attendants,1.22.32
profession.Transportation and Material Moving Occupations.Aircraft Service Attendants,1.22.33
profession.Transportation and Material Moving Occupations.Traffic Technicians,1.22.34
profession.Transportation and Material Moving Occupations.Transportation Inspectors,1.22.35
profession.Transportation and Material Moving Occupations.Passenger Attendants,1.22.36
"profession.Transportation and Material Moving Occupations.Transportation Workers, All Other",1.22.37
profession.Transportation and Material Moving Occupations.Conveyor Operators and Tenders,1.22.38
profession.Transportation and Material Moving Occupations.Crane and Tower Operators,1.22.39
profession.Transportation and Material Moving Occupations.Dredge Operators,1.22.40
profession.Transportation and Material Moving Occupations.Hoist and Winch Operators,1.22.41
profession.Transportation and Material Moving Occupations.Industrial Truck and Tractor Operators,1.22.42
profession.Transportation and Material Moving Occupations.Cleaners of Vehicles and Equipment,1.22.43
"profession.Transportation and Material Moving Occupations.Laborers and Freight, Stock, and Material Movers, Hand",1.22.44
profession.Transportation and Material Moving Occupations.Machine Feeders and Offbearers,1.22.45
"profession.Transportation and Material Moving Occupations.Packers and Packagers, Hand",1.22.46
profession.Transportation and Material Moving Occupations.Stockers and Order Fillers,1.22.47
profession.Transportation and Material Moving Occupations.Gas Compressor and Gas Pumping Station Operators,1.22.48
"profession.Transportation and Material Moving Occupations.Pump Operators, Except Wellhead Pumpers",1.22.49
profession.Transportation and Material Moving Occupations.Wellhead Pumpers,1.22.50
profession.Transportation and Material Moving Occupations.Refuse and Recyclable Material Collectors,1.22.51
"profession.Transportation and Material Moving Occupations.Tank Car, Truck, and Ship Loaders",1.22.52
"profession.Transportation and Material Moving Occupations.Material Moving Workers, All Other",1.22.53
profession.Military Specific Occupations,1.23
profession.Military Specific Occupations.Air Crew Officers,1.23.1
profession.Military Specific Occupations.Aircraft Launch and Recovery Officers,1.23.2
profession.Military Specific Occupations.Armored Assault Vehicle Officers,1.23.3
profession.Military Specific Occupations.Artillery and Missile Officers,1.23.4
profession.Military Specific Occupations.Command and Control Center Officers,1.23.5
profession.Military Specific Occupations.Infantry Officers,1.23.6
profession.Military Specific Occupations.Special Forces Officers,1.23.7
"profession.Military Specific Occupations.Military Officer Special and Tactical Operations Leaders, All Other",1.23.8
profession.Military Specific Occupations.FirstLine Enlisted Military Supervisors,1.23.9
profession.Military Specific Occupations.FirstLine Supervisors of Air Crew Members,1.23.10
profession.Military Specific Occupations.FirstLine Supervisors of Weapons Specialists/Crew Members,1.23.11
profession.Military Specific Occupations.FirstLine Supervisors of All Other Tactical Operations Specialists,1.23.12
profession.Military Specific Occupations.Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members,1.23.13
profession.Military Specific Occupations.Air Crew Members,1.23.14
profession.Military Specific Occupations.Aircraft Launch and Recovery Specialists,1.23.15
profession.Military Specific Occupations.Armored Assault Vehicle Crew Members,1.23.16
profession.Military Specific Occupations.Artillery and Missile Crew Members,1.23.17
profession.Military Specific Occupations.Command and Control Center Specialists,1.23.18
profession.Military Specific Occupations.Infantry,1.23.19
profession.Military Specific Occupations.Special Forces,1.23.20
"profession.Military Specific Occupations.Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members, All Other",1.23.21
